i,j,sim
71,118,0.3719275750335097
0,111,0.5961533722593182
14,50,0.5669897776083854
29,91,0.7932501027450682
47,115,0.5979945014689001
71,119,0.867835327164636
0,112,0.8804957861077007
14,51,0.4308730289625107
29,92,0.6392607316229686
47,116,0.6540296485133408
71,120,0.5546802267032785
0,113,0.6637362505317507
14,52,0.9125836058133789
29,93,0.721379869811598
47,117,0.5661005759511195
71,121,0.9164340672699423
0,114,0.5779401260287885
14,53,0.8524751634079302
29,94,0.8043866949985113
47,118,0.39144039708771405
71,122,1.0
0,115,0.594986176286463
14,54,0.4308730289625107
29,95,0.6454882432706374
47,119,0.639485643225924
71,123,0.5546802267032785
0,116,0.5779401260287885
14,55,0.4308730289625107
29,96,1.0
47,120,0.5661005759511195
71,124,0.9164340672699423
0,117,0.8804957861077007
14,56,0.4308730289625107
29,97,0.5961533722593182
47,121,0.5619923476561317
71,125,0.9630053580962163
0,118,0.5931196908066974
14,57,0.4308730289625107
29,98,0.6392607316229686
47,122,0.6382438514603637
71,126,0.5546802267032785
0,119,0.4576418398197421
14,58,0.4246080251388137
29,99,0.5702437798153871
47,123,0.5661005759511195
72,73,0.8724636698652974
0,120,0.8804957861077007
14,59,0.5669897776083854
29,100,0.6392607316229686
47,124,0.5619923476561317
72,74,0.7082423777644355
0,121,0.5961533722593182
14,60,0.6981163104123127
29,101,0.6392607316229686
47,125,0.6540296485133408
72,75,0.8724636698652974
0,122,0.514033135205658
14,61,0.5607786084675508
29,102,0.5301870835737249
47,126,0.5661005759511195
72,76,0.8080195842751794
0,123,0.8804957861077007
14,62,0.6981163104123127
29,103,0.6392607316229686
48,49,1.0
72,77,0.8724636698652974
0,124,0.5961533722593182
14,63,0.8524751634079302
14,64,0.8059038725816559
48,50,0.8804957861077007
72,78,0.8724636698652974
0,125,0.5779401260287885
29,104,0.6392607316229686
14,65,0.4246080251388137
48,51,1.0
72,79,0.6372778590927098
0,126,0.8804957861077007
29,105,0.9164340672699423
14,66,0.4308730289625107
48,52,0.5841159378427286
72,80,0.8724636698652974
1,2,0.8804957861077007
29,106,0.6392607316229686
14,67,0.9048662076672445
48,53,0.5546802267032785
72,81,0.5891092361442121
1,3,0.8804957861077007
29,107,0.6392607316229686
14,68,0.4308730289625107
48,54,1.0
48,55,1.0
1,4,0.652146182891977
29,108,0.5301870835737249
14,69,0.4308730289625107
72,82,0.8724636698652974
48,56,1.0
1,5,0.8804957861077007
29,109,0.5961533722593182
14,70,0.4308730289625107
72,83,0.6372778590927098
48,57,1.0
1,6,0.7610013830041973
29,110,0.6392607316229686
14,71,0.8524751634079302
72,84,0.738896331534973
48,58,0.8080335804252552
1,7,0.8804957861077007
29,111,1.0
14,72,0.4581763460126884
72,85,0.8080195842751794
48,59,0.8804957861077007
1,8,0.8099226789404221
29,112,0.6392607316229686
14,73,0.4308730289625107
72,86,0.738896331534973
48,60,0.6392607316229686
1,9,0.7160531737151075
29,113,0.9620988140089652
14,74,0.8059038725816559
72,87,0.7082423777644355
48,61,0.48854435055383133
1,10,0.652146182891977
29,114,0.9199106967856712
14,75,0.4308730289625107
72,88,0.8724636698652974
48,62,0.6392607316229686
1,11,0.6637362505317507
29,115,0.5088128396307472
29,116,0.9199106967856712
14,76,0.5669897776083854
72,89,0.8724636698652974
48,63,0.5546802267032785
1,12,0.652146182891977
29,117,0.6392607316229686
14,77,0.4308730289625107
72,90,0.6372778590927098
48,64,0.628671845589605
1,13,0.8804957861077007
29,118,0.46393785066632676
14,78,0.4308730289625107
72,91,0.5250115369344355
48,65,0.8080335804252552
1,14,0.5669897776083854
29,119,0.730887878274199
14,79,0.8524751634079302
72,92,0.8724636698652974
48,66,1.0
1,15,0.7160531737151075
29,120,0.6392607316229686
14,80,0.4308730289625107
72,93,0.6113878621258886
48,67,0.4503410557511679
1,16,0.8804957861077007
29,121,1.0
14,81,0.9010376649144114
72,94,0.5543828274181108
48,68,1.0
1,17,0.5961533722593182
29,122,0.9164340672699423
14,82,0.4308730289625107
72,95,0.4887298190406328
48,69,1.0
1,18,0.7160531737151075
29,123,0.6392607316229686
14,83,0.8524751634079302
72,96,0.738896331534973
48,70,1.0
1,19,1.0
29,124,1.0
14,84,0.6981163104123127
72,97,0.8080195842751794
48,71,0.5546802267032785
1,20,0.5961533722593182
29,125,0.9199106967856712
14,85,0.5669897776083854
72,98,0.8724636698652974
48,72,0.8724636698652974
1,21,0.7982269797936059
29,126,0.6392607316229686
14,86,0.6981163104123127
72,99,0.7607737874185214
48,73,1.0
1,22,0.8804957861077007
30,31,0.6795580792474001
14,87,0.8059038725816559
72,100,0.8724636698652974
48,74,0.628671845589605
1,23,0.8804957861077007
30,32,0.6795580792474001
14,88,0.4308730289625107
72,101,0.8724636698652974
48,75,1.0
1,24,0.8804957861077007
30,33,0.5975126489533769
14,89,0.4308730289625107
72,102,0.6818918119768982
48,76,0.8804957861077007
1,25,0.8804957861077007
30,34,0.7540997467642236
14,90,0.8524751634079302
14,91,0.9048662076672445
48,77,1.0
1,26,0.8804957861077007
30,35,0.5975126489533769
72,103,0.8724636698652974
14,92,0.4308730289625107
48,78,1.0
1,27,0.8804957861077007
30,36,0.5975126489533769
72,104,0.8724636698652974
14,93,0.8660123149871048
48,79,0.5546802267032785
1,28,0.5145920610549668
30,37,0.7098068113198
72,105,0.6372778590927098
14,94,0.7771604006511208
48,80,1.0
1,29,0.5961533722593182
30,38,0.5975126489533769
72,106,0.8724636698652974
14,95,0.6650112730350576
48,81,0.5581090469096137
1,30,0.6795580792474001
30,39,0.5975126489533769
72,107,0.8724636698652974
14,96,0.6981163104123127
48,82,1.0
1,31,1.0
30,40,0.7641214829607013
72,108,0.6818918119768982
